"Project ID","Cancer Type","Data Source","Accession No.",Country,"Sample ID","Sample Type","Construction Protocol","Transcriptome Analysis","Metabolic Profile"
ESCC-079,"Esophageal Squamous Cell Carcinoma","NCBI (GEO)",GSE203115,CHN,ESCC-079-12-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
GBM-080,Glioblastoma,"NCBI (GEO)",GSE224149,USA,GBM-080-01-1F,Tumour,DEFND-seq,"<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
GBM-080,Glioblastoma,"NCBI (GEO)",GSE224149,USA,GBM-080-02-1F,Tumour,DEFND-seq,"<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
MB-081,"SHH Medulloblastoma","NCBI (GEO)",GSE214469,USA,MB-081-01-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
MB-081,"SHH Medulloblastoma","NCBI (GEO)",GSE214469,USA,MB-081-02-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
MB-081,"SHH Medulloblastoma","NCBI (GEO)",GSE214469,USA,MB-081-03-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
MB-081,"SHH Medulloblastoma","NCBI (GEO)",GSE214469,USA,MB-081-04-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
MB-081,"SHH Medulloblastoma","NCBI (GEO)",GSE214469,USA,MB-081-05-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
MB-081,"SHH Medulloblastoma","NCBI (GEO)",GSE214469,USA,MB-081-06-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
MB-081,"SHH Medulloblastoma","NCBI (GEO)",GSE214469,USA,MB-081-07-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
MB-081,"SHH Medulloblastoma","NCBI (GEO)",GSE214469,USA,MB-081-08-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
MB-081,"SHH Medulloblastoma","NCBI (GEO)",GSE214469,USA,MB-081-09-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
MB-081,"SHH Medulloblastoma","NCBI (GEO)",GSE214469,USA,MB-081-10-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
MB-081,"SHH Medulloblastoma","NCBI (GEO)",GSE214469,USA,MB-081-11-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
MB-081,"SHH Medulloblastoma","NCBI (GEO)",GSE214469,USA,MB-081-12-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
MB-081,"SHH Medulloblastoma","NCBI (GEO)",GSE214469,USA,MB-081-13-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
PRAD-082,"Prostate Cancer","NCBI (GEO)",GSE244267,USA,PRAD-082-01-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
PRAD-082,"Prostate Cancer","NCBI (GEO)",GSE244267,USA,PRAD-082-02-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
PRAD-082,"Prostate Cancer","NCBI (GEO)",GSE244267,USA,PRAD-082-03-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
PRAD-082,"Prostate Cancer","NCBI (GEO)",GSE244267,USA,PRAD-082-04-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
PRAD-082,"Prostate Cancer","NCBI (GEO)",GSE244267,USA,PRAD-082-05-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
PRAD-082,"Prostate Cancer","NCBI (GEO)",GSE244267,USA,PRAD-082-06-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
PRAD-082,"Prostate Cancer","NCBI (GEO)",GSE244267,USA,PRAD-082-07-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
PRAD-082,"Prostate Cancer","NCBI (GEO)",GSE244267,USA,PRAD-082-08-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
PRAD-082,"Prostate Cancer","NCBI (GEO)",GSE244267,USA,PRAD-082-09-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
PRAD-082,"Prostate Cancer","NCBI (GEO)",GSE244267,USA,PRAD-082-10-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
PRAD-082,"Prostate Cancer","NCBI (GEO)",GSE244267,USA,PRAD-082-11-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
PRAD-082,"Prostate Cancer","NCBI (GEO)",GSE244267,USA,PRAD-082-12-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
PRAD-082,"Prostate Cancer","NCBI (GEO)",GSE244267,USA,PRAD-082-13-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
PRAD-082,"Prostate Cancer","NCBI (GEO)",GSE244267,USA,PRAD-082-14-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
PRAD-082,"Prostate Cancer","NCBI (GEO)",GSE244267,USA,PRAD-082-15-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
PRAD-082,"Prostate Cancer","NCBI (GEO)",GSE244267,USA,PRAD-082-16-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
PRAD-082,"Prostate Cancer","NCBI (GEO)",GSE244267,USA,PRAD-082-17-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
PRAD-082,"Prostate Cancer","NCBI (GEO)",GSE244267,USA,PRAD-082-18-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
PRAD-082,"Prostate Cancer","NCBI (GEO)",GSE244267,USA,PRAD-082-19-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
PRAD-082,"Prostate Cancer","NCBI (GEO)",GSE244267,USA,PRAD-082-20-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
PRAD-082,"Prostate Cancer","NCBI (GEO)",GSE244267,USA,PRAD-082-21-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
PRAD-082,"Prostate Cancer","NCBI (GEO)",GSE244267,USA,PRAD-082-22-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
PRAD-082,"Prostate Cancer","NCBI (GEO)",GSE244267,USA,PRAD-082-23-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
PRAD-082,"Prostate Cancer","NCBI (GEO)",GSE244267,USA,PRAD-082-24-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
PRAD-082,"Prostate Cancer","NCBI (GEO)",GSE244267,USA,PRAD-082-25-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
PRAD-082,"Prostate Cancer","NCBI (GEO)",GSE244267,USA,PRAD-082-26-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
PRAD-082,"Prostate Cancer","NCBI (GEO)",GSE244267,USA,PRAD-082-27-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
PRAD-082,"Prostate Cancer","NCBI (GEO)",GSE244267,USA,PRAD-082-28-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
PRAD-082,"Prostate Cancer","NCBI (GEO)",GSE244267,USA,PRAD-082-29-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
ANs-083,"Appendiceal Neoplasms","NCBI (GEO)",GSE244031,USA,ANs-083-01-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
ANs-083,"Appendiceal Neoplasms","NCBI (GEO)",GSE244031,USA,ANs-083-02-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
ANs-083,"Appendiceal Neoplasms","NCBI (GEO)",GSE244031,USA,ANs-083-03-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
ANs-083,"Appendiceal Neoplasms","NCBI (GEO)",GSE244031,USA,ANs-083-04-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
ANs-083,"Appendiceal Neoplasms","NCBI (GEO)",GSE244031,USA,ANs-083-05-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
ANs-083,"Appendiceal Neoplasms","NCBI (GEO)",GSE244031,USA,ANs-083-06-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
ANs-083,"Appendiceal Neoplasms","NCBI (GEO)",GSE244031,USA,ANs-083-07-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
ANs-083,"Appendiceal Neoplasms","NCBI (GEO)",GSE244031,USA,ANs-083-08-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
ANs-083,"Appendiceal Neoplasms","NCBI (GEO)",GSE244031,USA,ANs-083-09-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
ANs-083,"Appendiceal Neoplasms","NCBI (GEO)",GSE244031,USA,ANs-083-10-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
ANs-083,"Appendiceal Neoplasms","NCBI (GEO)",GSE244031,USA,ANs-083-11-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
ANs-083,"Appendiceal Neoplasms","NCBI (GEO)",GSE244031,USA,ANs-083-12-1A,Normal,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
ANs-083,"Appendiceal Neoplasms","NCBI (GEO)",GSE244031,USA,ANs-083-13-1A,Normal,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
ANs-083,"Appendiceal Neoplasms","NCBI (GEO)",GSE244031,USA,ANs-083-14-1A,Normal,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
ANs-083,"Appendiceal Neoplasms","NCBI (GEO)",GSE244031,USA,ANs-083-15-1A,Normal,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
ANs-083,"Appendiceal Neoplasms","NCBI (GEO)",GSE244031,USA,ANs-083-16-1A,Normal,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
MCC-084,"Merkel Cell Carcinoma","NCBI (SRA)",PRJNA1019891,USA,MCC-084-01-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
MCC-084,"Merkel Cell Carcinoma","NCBI (SRA)",PRJNA1019891,USA,MCC-084-02-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
MCC-084,"Merkel Cell Carcinoma","NCBI (SRA)",PRJNA1019891,USA,MCC-084-03-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
MCC-084,"Merkel Cell Carcinoma","NCBI (SRA)",PRJNA1019891,USA,MCC-084-04-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
MCC-084,"Merkel Cell Carcinoma","NCBI (SRA)",PRJNA1019891,USA,MCC-084-05-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
MCC-084,"Merkel Cell Carcinoma","NCBI (SRA)",PRJNA1019891,USA,MCC-084-06-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
MCC-084,"Merkel Cell Carcinoma","NCBI (SRA)",PRJNA1019891,USA,MCC-084-07-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
MCC-084,"Merkel Cell Carcinoma","NCBI (SRA)",PRJNA1019891,USA,MCC-084-08-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
MCC-084,"Merkel Cell Carcinoma","NCBI (SRA)",PRJNA1019891,USA,MCC-084-09-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
MCC-084,"Merkel Cell Carcinoma","NCBI (SRA)",PRJNA1019891,USA,MCC-084-10-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
GBM-085,Glioblastoma,"NCBI (GEO)",GSE200984,USA,GBM-085-01-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
GBM-085,Glioblastoma,"NCBI (GEO)",GSE200984,USA,GBM-085-02-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
GBM-085,Glioblastoma,"NCBI (GEO)",GSE200984,USA,GBM-085-03-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
GBM-085,Glioblastoma,"NCBI (GEO)",GSE200984,USA,GBM-085-04-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
GBM-085,Glioblastoma,"NCBI (GEO)",GSE200984,USA,GBM-085-05-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
GBM-085,Glioblastoma,"NCBI (GEO)",GSE200984,USA,GBM-085-06-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
GBM-085,Glioblastoma,"NCBI (GEO)",GSE200984,USA,GBM-085-07-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
GBM-085,Glioblastoma,"NCBI (GEO)",GSE200984,USA,GBM-085-08-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
GBM-085,Glioblastoma,"NCBI (GEO)",GSE200984,USA,GBM-085-09-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
GBM-085,Glioblastoma,"NCBI (GEO)",GSE200984,USA,GBM-085-10-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
GBM-085,Glioblastoma,"NCBI (GEO)",GSE200984,USA,GBM-085-11-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
GBM-085,Glioblastoma,"NCBI (GEO)",GSE200984,USA,GBM-085-12-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
GBM-085,Glioblastoma,"NCBI (GEO)",GSE200984,USA,GBM-085-13-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
GBM-085,Glioblastoma,"NCBI (GEO)",GSE200984,USA,GBM-085-14-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
GBM-085,Glioblastoma,"NCBI (GEO)",GSE200984,USA,GBM-085-15-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
GBM-085,Glioblastoma,"NCBI (GEO)",GSE200984,USA,GBM-085-16-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
GBM-085,Glioblastoma,"NCBI (GEO)",GSE200984,USA,GBM-085-17-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
GBM-085,Glioblastoma,"NCBI (GEO)",GSE200984,USA,GBM-085-18-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
CRC-086,"Colorectal Cancer","ArrayExpress (EBI)",E-MTAB-12022,DEU,CRC-086-01-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
CRC-086,"Colorectal Cancer","ArrayExpress (EBI)",E-MTAB-12022,DEU,CRC-086-02-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
CRC-086,"Colorectal Cancer","ArrayExpress (EBI)",E-MTAB-12022,DEU,CRC-086-03-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
CRC-086,"Colorectal Cancer","ArrayExpress (EBI)",E-MTAB-12022,DEU,CRC-086-04-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
CRC-086,"Colorectal Cancer","ArrayExpress (EBI)",E-MTAB-12022,DEU,CRC-086-05-1A,Normal,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
CRC-086,"Colorectal Cancer","ArrayExpress (EBI)",E-MTAB-12022,DEU,CRC-086-06-1A,Normal,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
CRC-086,"Colorectal Cancer","ArrayExpress (EBI)",E-MTAB-12022,DEU,CRC-086-07-1A,Normal,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
CRC-086,"Colorectal Cancer","ArrayExpress (EBI)",E-MTAB-12022,DEU,CRC-086-08-1A,Normal,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
CRC-086,"Colorectal Cancer","ArrayExpress (EBI)",E-MTAB-12022,DEU,CRC-086-09-1A,Normal,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
