Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,env_broad_scale,env_local_scale,env_medium,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,HOST,Instrument,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,Specimen_Name,SRA Study
SRR24707884,AMPLICON,591,6500769,PRJNA975142,SAMN35310742,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-vaginal",3284204,FRED HUTCH,missing,public,"sra,fastq,run.zq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",not applicable,not applicable,not applicable,SRX20486446,USA,North America,"USA: Seattle\, WA",Homo sapiens,Illumina MiSeq,not collected,m81n704-s517,PAIRED,PCR,METAGENOMIC,human vaginal metagenome,ILLUMINA,2023-11-14T00:00:00Z,2023-05-23T17:11:00Z,1,m81n704-s517,5472MIL-LTO,SRP438987
SRR24707885,AMPLICON,592,22800865,PRJNA975142,SAMN35310741,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-vaginal",12057341,FRED HUTCH,missing,public,"sra,fastq,run.zq","s3,ncbi,gs","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX20486445,USA,North America,"USA: Seattle\, WA",Homo sapiens,Illumina MiSeq,not collected,m81n704-s516,PAIRED,PCR,METAGENOMIC,human vaginal metagenome,ILLUMINA,2023-11-14T00:00:00Z,2023-05-23T17:11:00Z,1,m81n704-s516,4905KAY-RTO,SRP438987
SRR24707886,AMPLICON,589,73869251,PRJNA975142,SAMN35310740,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-vaginal",35017433,FRED HUTCH,missing,public,"fastq,run.zq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",not applicable,not applicable,not applicable,SRX20486444,USA,North America,"USA: Seattle\, WA",Homo sapiens,Illumina MiSeq,not collected,m81n704-s515,PAIRED,PCR,METAGENOMIC,human vaginal metagenome,ILLUMINA,2023-11-14T00:00:00Z,2023-05-23T17:12:00Z,1,m81n704-s515,4905KAY-LTO,SRP438987
SRR24707887,AMPLICON,591,99292651,PRJNA975142,SAMN35310739,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-vaginal",48097121,FRED HUTCH,missing,public,"run.zq,sra,fastq","s3,ncbi,gs","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX20486443,USA,North America,"USA: Seattle\, WA",Homo sapiens,Illumina MiSeq,not collected,m81n704-s513,PAIRED,PCR,METAGENOMIC,human vaginal metagenome,ILLUMINA,2023-11-14T00:00:00Z,2023-05-23T17:12:00Z,1,m81n704-s513,4506REI-RTO,SRP438987
SRR24707888,AMPLICON,595,70664208,PRJNA975142,SAMN35310163,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-vaginal",42087108,FRED HUTCH,missing,public,"sra,fastq,run.zq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",not applicable,not applicable,not applicable,SRX20486442,USA,North America,"USA: Seattle\, WA",Homo sapiens,Illumina MiSeq,not collected,m69n705-s517,PAIRED,PCR,METAGENOMIC,human vaginal metagenome,ILLUMINA,2023-11-14T00:00:00Z,2023-05-23T17:12:00Z,1,m69n705-s517,0182SMA-LOV,SRP438987
SRR24707889,AMPLICON,591,35465877,PRJNA975142,SAMN35310738,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-vaginal",17728770,FRED HUTCH,missing,public,"run.zq,fastq,sra","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1",not applicable,not applicable,not applicable,SRX20486441,USA,North America,"USA: Seattle\, WA",Homo sapiens,Illumina MiSeq,not collected,m81n704-s511,PAIRED,PCR,METAGENOMIC,human vaginal metagenome,ILLUMINA,2023-11-14T00:00:00Z,2023-05-23T17:11:00Z,1,m81n704-s511,2744NOB-LTO,SRP438987
SRR24707890,AMPLICON,596,13359841,PRJNA975142,SAMN35310672,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-vaginal",7091974,FRED HUTCH,missing,public,"sra,fastq,run.zq","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public",not applicable,not applicable,not applicable,SRX20486440,USA,North America,"USA: Seattle\, WA",Homo sapiens,Illumina MiSeq,not collected,m80n727-s503,PAIRED,PCR,METAGENOMIC,human vaginal metagenome,ILLUMINA,2023-11-14T00:00:00Z,2023-05-23T17:11:00Z,1,m80n727-s503,5228SCI-Port1,SRP438987
SRR24707891,AMPLICON,593,23537820,PRJNA975142,SAMN35310671,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-vaginal",11465413,FRED HUTCH,missing,public,"run.zq,sra,fastq","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",not applicable,not applicable,not applicable,SRX20486439,USA,North America,"USA: Seattle\, WA",Homo sapiens,Illumina MiSeq,not collected,m80n727-s502,PAIRED,PCR,METAGENOMIC,human vaginal metagenome,ILLUMINA,2023-11-14T00:00:00Z,2023-05-23T17:11:00Z,1,m80n727-s502,4753HIL-Port2,SRP438987
SRR24707892,AMPLICON,598,384557,PRJNA975142,SAMN35310670,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-vaginal",281537,FRED HUTCH,missing,public,"run.zq,fastq,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",not applicable,not applicable,not applicable,SRX20486438,USA,North America,"USA: Seattle\, WA",Homo sapiens,Illumina MiSeq,not collected,m80n726-s522,PAIRED,PCR,METAGENOMIC,human vaginal metagenome,ILLUMINA,2023-11-14T00:00:00Z,2023-05-23T17:11:00Z,1,m80n726-s522,DB CTL-50,SRP438987
SRR24707893,AMPLICON,590,347450,PRJNA975142,SAMN35310669,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-vaginal",263254,FRED HUTCH,missing,public,"sra,fastq,run.zq","s3,ncbi,gs","gs.us-east1,s3.us-east-1,ncbi.public",not applicable,not applicable,not applicable,SRX20486437,USA,North America,"USA: Seattle\, WA",Homo sapiens,Illumina MiSeq,not collected,m80n726-s520,PAIRED,PCR,METAGENOMIC,human vaginal metagenome,ILLUMINA,2023-11-14T00:00:00Z,2023-05-23T17:11:00Z,1,m80n726-s520,NTC_m80_4F9,SRP438987
SRR24707899,AMPLICON,599,10085351,PRJNA975142,SAMN35310664,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-vaginal",5413212,FRED HUTCH,missing,public,"run.zq,fastq,sra","ncbi,s3,gs","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX20486431,USA,North America,"USA: Seattle\, WA",Homo sapiens,Illumina MiSeq,not collected,m80n726-s508,PAIRED,PCR,METAGENOMIC,human vaginal metagenome,ILLUMINA,2023-11-14T00:00:00Z,2023-05-23T17:11:00Z,1,m80n726-s508,4726WOL-Port1,SRP438987
SRR24707900,AMPLICON,593,20704752,PRJNA975142,SAMN35310663,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-vaginal",10280945,FRED HUTCH,missing,public,"sra,fastq,run.zq","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",not applicable,not applicable,not applicable,SRX20486430,USA,North America,"USA: Seattle\, WA",Homo sapiens,Illumina MiSeq,not collected,m80n726-s507,PAIRED,PCR,METAGENOMIC,human vaginal metagenome,ILLUMINA,2023-11-14T00:00:00Z,2023-05-23T17:11:00Z,1,m80n726-s507,4375ALC-Port2,SRP438987
SRR24707901,AMPLICON,599,21824146,PRJNA975142,SAMN35310662,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-vaginal",11690333,FRED HUTCH,missing,public,"sra,fastq,run.zq","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX20486429,USA,North America,"USA: Seattle\, WA",Homo sapiens,Illumina MiSeq,not collected,m80n726-s506,PAIRED,PCR,METAGENOMIC,human vaginal metagenome,ILLUMINA,2023-11-14T00:00:00Z,2023-05-23T17:12:00Z,1,m80n726-s506,4375ALC-Port1,SRP438987
SRR24707902,AMPLICON,590,28162321,PRJNA975142,SAMN35310661,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-vaginal",13261633,FRED HUTCH,missing,public,"fastq,run.zq,sra","s3,gs,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX20486428,USA,North America,"USA: Seattle\, WA",Homo sapiens,Illumina MiSeq,not collected,m80n726-s505,PAIRED,PCR,METAGENOMIC,human vaginal metagenome,ILLUMINA,2023-11-14T00:00:00Z,2023-05-23T17:12:00Z,1,m80n726-s505,3266PUT-Port2,SRP438987
SRR24707903,AMPLICON,597,4927348,PRJNA975142,SAMN35310660,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-vaginal",2559459,FRED HUTCH,missing,public,"sra,run.zq,fastq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.us-east1",not applicable,not applicable,not applicable,SRX20486427,USA,North America,"USA: Seattle\, WA",Homo sapiens,Illumina MiSeq,not collected,m80n726-s503,PAIRED,PCR,METAGENOMIC,human vaginal metagenome,ILLUMINA,2023-11-14T00:00:00Z,2023-05-23T17:11:00Z,1,m80n726-s503,3266PUT-Port1,SRP438987
SRR24707904,AMPLICON,597,16140131,PRJNA975142,SAMN35310659,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-vaginal",8261186,FRED HUTCH,missing,public,"run.zq,fastq,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",not applicable,not applicable,not applicable,SRX20486426,USA,North America,"USA: Seattle\, WA",Homo sapiens,Illumina MiSeq,not collected,m80n726-s502,PAIRED,PCR,METAGENOMIC,human vaginal metagenome,ILLUMINA,2023-11-14T00:00:00Z,2023-05-23T17:11:00Z,1,m80n726-s502,3154KES-Port2,SRP438987
SRR24707905,AMPLICON,598,3243680,PRJNA975142,SAMN35310155,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-vaginal",2107684,FRED HUTCH,missing,public,"fastq,run.zq,sra","ncbi,s3,gs","gs.us-east1,s3.us-east-1,ncbi.public",not applicable,not applicable,not applicable,SRX20486425,USA,North America,"USA: Seattle\, WA",Homo sapiens,Illumina MiSeq,not collected,m69n705-s503,PAIRED,PCR,METAGENOMIC,human vaginal metagenome,ILLUMINA,2023-11-14T00:00:00Z,2023-05-23T17:11:00Z,1,m69n705-s503,8682BER-AIR,SRP438987
SRR24707909,AMPLICON,595,28215260,PRJNA975142,SAMN35310655,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-vaginal",14245976,FRED HUTCH,missing,public,"run.zq,fastq,sra","ncbi,s3,gs","s3.us-east-1,gs.us-east1,ncbi.public",not applicable,not applicable,not applicable,SRX20486421,USA,North America,"USA: Seattle\, WA",Homo sapiens,Illumina MiSeq,not collected,m80n724-s518,PAIRED,PCR,METAGENOMIC,human vaginal metagenome,ILLUMINA,2023-11-14T00:00:00Z,2023-05-23T17:11:00Z,1,m80n724-s518,9792MAR-PG,SRP438987
SRR24707912,AMPLICON,591,106261016,PRJNA975142,SAMN35310652,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-vaginal",51085227,FRED HUTCH,missing,public,"fastq,run.zq,sra","s3,gs,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX20486418,USA,North America,"USA: Seattle\, WA",Homo sapiens,Illumina MiSeq,not collected,m80n724-s513,PAIRED,PCR,METAGENOMIC,human vaginal metagenome,ILLUMINA,2023-11-14T00:00:00Z,2023-05-23T17:11:00Z,1,m80n724-s513,8741CAR-PG,SRP438987
SRR24707913,AMPLICON,598,2948217,PRJNA975142,SAMN35310651,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-vaginal",1700418,FRED HUTCH,missing,public,"fastq,run.zq,sra","ncbi,s3,gs","s3.us-east-1,gs.us-east1,ncbi.public",not applicable,not applicable,not applicable,SRX20486417,USA,North America,"USA: Seattle\, WA",Homo sapiens,Illumina MiSeq,not collected,m80n724-s511,PAIRED,PCR,METAGENOMIC,human vaginal metagenome,ILLUMINA,2023-11-14T00:00:00Z,2023-05-23T17:11:00Z,1,m80n724-s511,3154KES-Port1,SRP438987
SRR24707919,AMPLICON,591,17606692,PRJNA975142,SAMN35310581,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-vaginal",8534089,FRED HUTCH,missing,public,"fastq,run.zq,sra","ncbi,s3,gs","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX20486411,USA,North America,"USA: Seattle\, WA",Homo sapiens,Illumina MiSeq,not collected,m80n716-s517,PAIRED,PCR,METAGENOMIC,human vaginal metagenome,ILLUMINA,2023-11-14T00:00:00Z,2023-05-23T17:11:00Z,1,m80n716-s517,7515MAC-PG,SRP438987
SRR24707920,AMPLICON,589,32547912,PRJNA975142,SAMN35310580,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-vaginal",14752918,FRED HUTCH,missing,public,"fastq,sra,run.zq","gs,s3,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX20486410,USA,North America,"USA: Seattle\, WA",Homo sapiens,Illumina MiSeq,not collected,m80n716-s516,PAIRED,PCR,METAGENOMIC,human vaginal metagenome,ILLUMINA,2023-11-14T00:00:00Z,2023-05-23T17:12:00Z,1,m80n716-s516,7425PAR-PG,SRP438987
SRR24707921,AMPLICON,591,133631760,PRJNA975142,SAMN35310579,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-vaginal",61996901,FRED HUTCH,missing,public,"run.zq,fastq,sra","ncbi,s3,gs","s3.us-east-1,gs.us-east1,ncbi.public",not applicable,not applicable,not applicable,SRX20486409,USA,North America,"USA: Seattle\, WA",Homo sapiens,Illumina MiSeq,not collected,m80n716-s515,PAIRED,PCR,METAGENOMIC,human vaginal metagenome,ILLUMINA,2023-11-14T00:00:00Z,2023-05-23T17:12:00Z,1,m80n716-s515,7361PET-PG,SRP438987
SRR24707922,AMPLICON,589,63948319,PRJNA975142,SAMN35310147,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-vaginal",32087339,FRED HUTCH,missing,public,"fastq,sra,run.zq","gs,s3,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",not applicable,not applicable,not applicable,SRX20486408,USA,North America,"USA: Seattle\, WA",Homo sapiens,Illumina MiSeq,not collected,m69n704-s515,PAIRED,PCR,METAGENOMIC,human vaginal metagenome,ILLUMINA,2023-11-14T00:00:00Z,2023-05-23T17:12:00Z,1,m69n704-s515,8343WIL-LFT,SRP438987
SRR24707933,AMPLICON,590,17512103,PRJNA975142,SAMN35310146,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-vaginal",9269065,FRED HUTCH,missing,public,"run.zq,sra,fastq","gs,s3,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",not applicable,not applicable,not applicable,SRX20486397,USA,North America,"USA: Seattle\, WA",Homo sapiens,Illumina MiSeq,not collected,m69n704-s513,PAIRED,PCR,METAGENOMIC,human vaginal metagenome,ILLUMINA,2023-11-14T00:00:00Z,2023-05-23T17:11:00Z,1,m69n704-s513,8312SIM-RFT,SRP438987
SRR24707934,AMPLICON,591,135780142,PRJNA975142,SAMN35310568,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-vaginal",64343728,FRED HUTCH,missing,public,"run.zq,sra,fastq","gs,s3,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX20486396,USA,North America,"USA: Seattle\, WA",Homo sapiens,Illumina MiSeq,not collected,m80n715-s521,PAIRED,PCR,METAGENOMIC,human vaginal metagenome,ILLUMINA,2023-11-14T00:00:00Z,2023-05-23T17:12:00Z,1,m80n715-s521,6885DEN-PG,SRP438987
SRR24707935,AMPLICON,590,123175559,PRJNA975142,SAMN35310567,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-vaginal",58390145,FRED HUTCH,missing,public,"fastq,run.zq,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",not applicable,not applicable,not applicable,SRX20486395,USA,North America,"USA: Seattle\, WA",Homo sapiens,Illumina MiSeq,not collected,m80n715-s520,PAIRED,PCR,METAGENOMIC,human vaginal metagenome,ILLUMINA,2023-11-14T00:00:00Z,2023-05-23T17:12:00Z,1,m80n715-s520,6802DAV-PG,SRP438987
SRR24707944,AMPLICON,599,3214590,PRJNA975142,SAMN35310212,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-vaginal",2115796,FRED HUTCH,missing,public,"sra,run.zq,fastq","ncbi,gs,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX20486386,USA,North America,"USA: Seattle\, WA",Homo sapiens,Illumina MiSeq,not collected,m69n712-s508,PAIRED,PCR,METAGENOMIC,human vaginal metagenome,ILLUMINA,2023-11-14T00:00:00Z,2023-05-23T17:11:00Z,1,m69n712-s508,8682BER-PORT 1,SRP438987
SRR24707945,AMPLICON,598,4290523,PRJNA975142,SAMN35310211,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-vaginal",2805788,FRED HUTCH,missing,public,"run.zq,fastq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.us-east1",not applicable,not applicable,not applicable,SRX20486385,USA,North America,"USA: Seattle\, WA",Homo sapiens,Illumina MiSeq,not collected,m69n712-s507,PAIRED,PCR,METAGENOMIC,human vaginal metagenome,ILLUMINA,2023-11-14T00:00:00Z,2023-05-23T17:11:00Z,1,m69n712-s507,7839BOH-PORT 2,SRP438987
SRR24707946,AMPLICON,599,5780472,PRJNA975142,SAMN35310210,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-vaginal",3751775,FRED HUTCH,missing,public,"fastq,sra,run.zq","ncbi,s3,gs","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX20486384,USA,North America,"USA: Seattle\, WA",Homo sapiens,Illumina MiSeq,not collected,m69n712-s506,PAIRED,PCR,METAGENOMIC,human vaginal metagenome,ILLUMINA,2023-11-14T00:00:00Z,2023-05-23T17:11:00Z,1,m69n712-s506,7839BOH-PORT 1,SRP438987
SRR24707947,AMPLICON,599,7600832,PRJNA975142,SAMN35310209,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-vaginal",4825087,FRED HUTCH,missing,public,"sra,fastq,run.zq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",not applicable,not applicable,not applicable,SRX20486383,USA,North America,"USA: Seattle\, WA",Homo sapiens,Illumina MiSeq,not collected,m69n712-s505,PAIRED,PCR,METAGENOMIC,human vaginal metagenome,ILLUMINA,2023-11-14T00:00:00Z,2023-05-23T17:11:00Z,1,m69n712-s505,4346ACO-PORT 2,SRP438987
SRR24707948,AMPLICON,594,894816,PRJNA975142,SAMN35310110,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-vaginal",641782,FRED HUTCH,missing,public,"run.zq,fastq,sra","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public",not applicable,not applicable,not applicable,SRX20486382,USA,North America,"USA: Seattle\, WA",Homo sapiens,Illumina MiSeq,not collected,m69n701-s522,PAIRED,PCR,METAGENOMIC,human vaginal metagenome,ILLUMINA,2023-11-14T00:00:00Z,2023-05-23T17:11:00Z,1,m69n701-s522,NTC_m69_3H1,SRP438987
SRR24707950,AMPLICON,599,10248773,PRJNA975142,SAMN35310207,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-vaginal",6626823,FRED HUTCH,missing,public,"sra,fastq,run.zq","gs,s3,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX20486380,USA,North America,"USA: Seattle\, WA",Homo sapiens,Illumina MiSeq,not collected,m69n712-s502,PAIRED,PCR,METAGENOMIC,human vaginal metagenome,ILLUMINA,2023-11-14T00:00:00Z,2023-05-23T17:11:00Z,1,m69n712-s502,1609HEU-PORT 2,SRP438987
SRR24707951,AMPLICON,591,6064606,PRJNA975142,SAMN35310206,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-vaginal",3712521,FRED HUTCH,missing,public,"sra,fastq,run.zq","s3,ncbi,gs","gs.us-east1,s3.us-east-1,ncbi.public",not applicable,not applicable,not applicable,SRX20486379,USA,North America,"USA: Seattle\, WA",Homo sapiens,Illumina MiSeq,not collected,m69n711-s522,PAIRED,PCR,METAGENOMIC,human vaginal metagenome,ILLUMINA,2023-11-14T00:00:00Z,2023-05-23T17:11:00Z,1,m69n711-s522,9755MAS-ROV,SRP438987
SRR24707952,AMPLICON,595,17948539,PRJNA975142,SAMN35310205,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-vaginal",10542828,FRED HUTCH,missing,public,"sra,fastq,run.zq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",not applicable,not applicable,not applicable,SRX20486378,USA,North America,"USA: Seattle\, WA",Homo sapiens,Illumina MiSeq,not collected,m69n711-s521,PAIRED,PCR,METAGENOMIC,human vaginal metagenome,ILLUMINA,2023-11-14T00:00:00Z,2023-05-23T17:11:00Z,1,m69n711-s521,9755MAS-LOV,SRP438987
SRR24707953,AMPLICON,597,9118342,PRJNA975142,SAMN35310204,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-vaginal",5652138,FRED HUTCH,missing,public,"fastq,run.zq,sra","ncbi,s3,gs","ncbi.public,gs.us-east1,s3.us-east-1",not applicable,not applicable,not applicable,SRX20486377,USA,North America,"USA: Seattle\, WA",Homo sapiens,Illumina MiSeq,not collected,m69n711-s520,PAIRED,PCR,METAGENOMIC,human vaginal metagenome,ILLUMINA,2023-11-14T00:00:00Z,2023-05-23T17:11:00Z,1,m69n711-s520,9671XAI-ROV,SRP438987
SRR24707954,AMPLICON,590,59897922,PRJNA975142,SAMN35310203,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-vaginal",30253887,FRED HUTCH,missing,public,"sra,fastq,run.zq","s3,gs,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",not applicable,not applicable,not applicable,SRX20486376,USA,North America,"USA: Seattle\, WA",Homo sapiens,Illumina MiSeq,not collected,m69n711-s518,PAIRED,PCR,METAGENOMIC,human vaginal metagenome,ILLUMINA,2023-11-14T00:00:00Z,2023-05-23T17:12:00Z,1,m69n711-s518,9664HAM-ROV,SRP438987
SRR24707957,AMPLICON,595,7012906,PRJNA975142,SAMN35310200,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-vaginal",4243938,FRED HUTCH,missing,public,"sra,fastq,run.zq","s3,gs,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",not applicable,not applicable,not applicable,SRX20486373,USA,North America,"USA: Seattle\, WA",Homo sapiens,Illumina MiSeq,not collected,m69n711-s515,PAIRED,PCR,METAGENOMIC,human vaginal metagenome,ILLUMINA,2023-11-14T00:00:00Z,2023-05-23T17:11:00Z,1,m69n711-s515,9086CAM-LOV,SRP438987
SRR24707959,AMPLICON,594,780608,PRJNA975142,SAMN35310109,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-vaginal",572589,FRED HUTCH,missing,public,"sra,fastq,run.zq","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public",not applicable,not applicable,not applicable,SRX20486371,USA,North America,"USA: Seattle\, WA",Homo sapiens,Illumina MiSeq,not collected,m69n701-s521,PAIRED,PCR,METAGENOMIC,human vaginal metagenome,ILLUMINA,2023-11-14T00:00:00Z,2023-05-23T17:11:00Z,1,m69n701-s521,NTC_m69_3G1,SRP438987
SRR24707960,AMPLICON,599,2134540,PRJNA975142,SAMN35310100,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-vaginal",1429276,FRED HUTCH,missing,public,"fastq,sra,run.zq","gs,ncbi,s3","ncbi.public,gs.us-east1,s3.us-east-1",not applicable,not applicable,not applicable,SRX20486370,USA,North America,"USA: Seattle\, WA",Homo sapiens,Illumina MiSeq,not collected,m69n701-s503,PAIRED,PCR,METAGENOMIC,human vaginal metagenome,ILLUMINA,2023-11-14T00:00:00Z,2023-05-23T17:11:00Z,1,m69n701-s503,1265SPE-AIR,SRP438987
SRR24707961,AMPLICON,599,6923146,PRJNA975142,SAMN35310099,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-vaginal",4465138,FRED HUTCH,missing,public,"run.zq,sra,fastq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",not applicable,not applicable,not applicable,SRX20486369,USA,North America,"USA: Seattle\, WA",Homo sapiens,Illumina MiSeq,not collected,m69n701-s502,PAIRED,PCR,METAGENOMIC,human vaginal metagenome,ILLUMINA,2023-11-14T00:00:00Z,2023-05-23T17:11:00Z,1,m69n701-s502,0786FOS-AIR,SRP438987
SRR24707962,AMPLICON,600,53904000,PRJNA975142,SAMN35311083,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-vaginal",40877252,FRED HUTCH,missing,public,"fastq,run.zq,sra","s3,gs,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",not applicable,not applicable,not applicable,SRX20486858,USA,North America,"USA: Seattle\, WA",Homo sapiens,Illumina MiSeq,not collected,m91n715-s513,PAIRED,PCR,METAGENOMIC,human vaginal metagenome,ILLUMINA,2023-11-14T00:00:00Z,2023-05-23T17:12:00Z,1,m91n715-s513,8836MOR-CX,SRP438987
SRR24707963,AMPLICON,600,1355400,PRJNA975142,SAMN35311082,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-vaginal",1212216,FRED HUTCH,missing,public,"sra,fastq,run.zq","s3,ncbi,gs","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX20486857,USA,North America,"USA: Seattle\, WA",Homo sapiens,Illumina MiSeq,not collected,m91n715-s508,PAIRED,PCR,METAGENOMIC,human vaginal metagenome,ILLUMINA,2023-11-14T00:00:00Z,2023-05-23T17:11:00Z,1,m91n715-s508,DB-CTL-58,SRP438987
SRR24707964,AMPLICON,600,106317000,PRJNA975142,SAMN35311081,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-vaginal",79529725,FRED HUTCH,missing,public,"run.zq,fastq,sra","gs,ncbi,s3","ncbi.public,gs.us-east1,s3.us-east-1",not applicable,not applicable,not applicable,SRX20486856,USA,North America,"USA: Seattle\, WA",Homo sapiens,Illumina MiSeq,not collected,m91n715-s507,PAIRED,PCR,METAGENOMIC,human vaginal metagenome,ILLUMINA,2023-11-14T00:00:00Z,2023-05-23T17:12:00Z,1,m91n715-s507,9792MAR-CX,SRP438987
SRR24707965,AMPLICON,600,63252000,PRJNA975142,SAMN35311080,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-vaginal",45956099,FRED HUTCH,missing,public,"fastq,run.zq,sra","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1",not applicable,not applicable,not applicable,SRX20486855,USA,North America,"USA: Seattle\, WA",Homo sapiens,Illumina MiSeq,not collected,m91n715-s506,PAIRED,PCR,METAGENOMIC,human vaginal metagenome,ILLUMINA,2023-11-14T00:00:00Z,2023-05-23T17:12:00Z,1,m91n715-s506,9531BEL-CX,SRP438987
